dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
14.846565,111,0,3,22,0,990,0,1.414469,254,0,509.208679,0.0,21,0,706.979312,0.0,965.398187,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,4,3,3,14,0,0,0,3,15,0,0
3e-06,95,0,2,2,0,776,0,333333.3215,254,0,1034666624.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,388,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
1.239571,111,0,1,14,10,774,556,18.554807,254,252,4640.314941,3233.376709,4,3,93.506692,123.363891,5326.725849,155.264453,255,3927074928,1191908513,255,0.209354,0.129291,0.080063,55,56,0,0,3,1,1,1,1,3,0,0,0,1,3,0,0
1e-06,111,0,3,2,0,90,0,1000000.003,254,0,360000000.0,0.0,1,0,0.001,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,7,6,1,1,1,7,0,0,0,1,8,0,0
7e-06,118,0,2,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,4,4,4,9,0,0,0,13,9,0,1
3e-06,38,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,1
3e-06,117,0,2,2,0,78,0,333333.3215,254,0,104000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,14,2,4,5,3,7,0,0,0,6,7,0,0
3e-06,117,0,2,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,2,0,0
1e-06,121,0,2,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,7,0,0,0,2,6,0,1
6e-06,76,0,2,2,0,180,0,166666.6608,254,0,119999992.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1
1e-05,117,0,2,2,0,1290,0,100000.0025,254,0,516000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,645,0,0,0,4,2,3,3,1,4,0,0,0,3,4,0,0
5e-06,63,0,2,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,11,6,0,1
0.47729,111,0,1,10,10,718,444,39.808083,62,252,10844.55957,6704.519043,2,2,53.032222,47.226223,3519.823121,95.042203,255,2151166494,1361623896,255,0.101269,0.051557,0.049712,72,44,0,0,1,1,1,1,1,2,0,0,0,1,1,0,1
7e-06,111,0,3,2,0,90,0,142857.1409,254,0,51428572.0,0.0,1,0,0.007,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,4,1,1,7,0,0,0,4,7,0,0
4e-06,118,0,2,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,6,4,4,5,0,0,0,9,14,0,1
6e-06,118,0,2,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,6,4,4,5,0,0,0,12,10,0,1
0.665974,111,0,0,6,2,998,86,10.510921,62,252,9994.383789,516.536682,2,1,133.1948,0.001,7585.758594,0.0,255,607328574,2013193130,255,0.514718,0.225482,0.289236,166,43,0,0,2,3,1,1,1,2,0,0,0,1,2,0,0
0.561821,111,5,1,10,8,788,914,30.258749,62,252,10109.98242,11391.5293,2,2,62.322444,60.21557,3162.735197,93.800906,255,275291107,4073606419,255,0.20447,0.140298,0.064172,79,114,1,51,1,1,1,1,1,1,0,0,1,1,1,0,1
2.097541,77,0,2,42,0,2688,0,19.546697,254,0,10007.90918,0.0,0,0,51.159535,0.0,55.640574,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
0.001097,117,2,0,2,2,146,178,2734.731157,31,29,532361.0,649042.875,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,7,1,1,3,0,0,0,3,4,0,0
0.000998,117,2,0,2,2,146,178,3006.011927,31,29,585170.3125,713426.8125,0,0,0.01,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,2,1,1,1,0,0,0,2,3,0,0
2.576899,111,0,1,14,10,780,646,8.925456,254,252,2250.767334,1806.822876,2,3,198.219303,278.460656,15257.99122,471.959969,255,1536432471,3426149448,255,0.171319,0.070744,0.100575,56,65,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
5e-06,118,0,2,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,1
7e-06,118,0,2,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,4,4,4,9,0,0,0,13,9,0,1
1.341883,111,0,1,10,8,858,354,12.668765,254,252,4608.449707,1848.149292,2,1,149.064333,171.767281,8439.049038,332.458687,255,1486397071,147554661,255,0.174781,0.139506,0.035275,86,44,0,0,1,1,2,1,1,1,0,0,0,2,4,0,0
0.226127,111,0,1,10,12,508,7924,92.868168,62,252,16203.28418,256988.3281,2,4,25.125222,18.58109,1339.015587,1531.495051,255,4025620050,1258630700,255,0.032316,0.006604,0.025712,51,660,0,0,3,1,2,2,1,2,0,0,0,2,2,0,1
3e-06,18,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,1
8e-06,118,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,2,2,2,8,0,0,0,7,8,0,1
6e-06,120,0,2,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,1
0.060868,111,0,1,46,48,2854,30622,1527.896463,31,29,366958.0,3940987.25,7,17,1.344733,1.284234,78.687328,76.317313,255,3983497471,1844449804,255,0.000641,0.000506,0.000135,62,638,0,0,4,0,5,1,1,1,0,0,0,2,6,0,0
1.354615,111,0,1,10,10,608,646,14.026126,254,252,3236.343994,3437.138916,2,3,150.380889,138.19,8436.654117,223.978406,255,2590935683,2476908558,255,0.225915,0.110898,0.115017,61,65,0,0,5,1,3,1,1,3,0,0,0,3,4,0,0
0.52621,111,0,1,10,6,556,268,28.505729,254,252,7616.730957,3405.484375,2,1,53.720889,94.579203,3045.030249,152.20775,255,2550877582,3008527378,255,0.108661,0.053309,0.055352,56,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,0
0.030334,111,0,1,62,62,3702,46036,4054.855998,31,29,960770.125,11945408.0,7,24,0.491393,0.489033,27.476098,0.744064,255,2414962544,2415201554,255,0.000961,0.0005,0.000461,60,743,0,0,4,0,6,1,1,2,0,0,0,4,4,0,0
3e-06,117,0,2,2,0,282,0,333333.3215,254,0,376000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,141,0,0,0,1,2,1,1,1,1,0,0,0,17,1,0,0
1.204624,111,0,1,16,12,904,642,22.413632,254,252,5631.632324,3911.59375,5,3,80.308267,102.737273,4798.69044,143.694828,255,1283087746,297611117,255,0.125134,0.073866,0.051268,57,54,0,0,4,1,1,1,1,4,0,0,0,1,4,0,0
0.787554,111,0,1,10,6,2516,268,19.046312,254,252,23007.94531,2275.399414,2,1,77.914556,140.680797,4249.076829,218.070859,255,1740254902,3961954355,255,0.137936,0.084147,0.053789,252,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0
0.478918,111,0,1,16,18,1540,1644,68.905326,31,29,24121.04102,25941.81055,4,4,31.906135,28.136705,1926.22471,50.698547,255,824637717,873512890,255,0.00073,0.000587,0.000143,96,91,0,0,12,0,7,5,1,5,0,0,0,11,7,0,0
3e-06,31,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,1
0.414403,111,5,1,10,6,2722,268,36.19665,254,252,47296.95703,4324.292969,2,1,45.934444,67.059203,2373.395285,86.319227,255,2384338480,3364907905,255,0.169703,0.079089,0.090614,272,45,1,0,1,1,2,1,1,1,0,0,1,1,1,0,1
0.88272,111,0,1,10,8,534,354,19.258655,254,252,4359.253418,2809.498047,2,1,94.523556,109.627,5553.0515,196.466484,255,693482390,2784104235,255,0.256421,0.11533,0.141091,53,44,0,0,2,1,1,1,1,2,0,0,0,3,2,0,0
0.262229,111,0,1,16,18,1540,1644,125.844207,31,29,44053.09766,47378.4375,4,4,17.458599,15.392294,1058.461053,28.32898,255,1851208686,1886326625,255,0.000689,0.00055,0.000139,96,91,0,0,14,0,7,6,1,6,0,0,0,10,9,0,0
3e-06,118,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,3,3,3,10,0,0,0,12,9,0,1
0.469534,111,0,0,6,2,998,86,14.908398,62,252,14175.75684,732.641296,2,1,93.9068,0.007,4909.435785,0.0,255,1836966743,1283533736,255,0.306636,0.235244,0.071392,166,43,0,0,4,3,2,2,1,4,0,0,0,2,4,0,0
5e-06,117,0,2,2,0,1238,0,200000.0051,254,0,990400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,619,0,0,0,8,2,1,1,1,1,0,0,0,2,1,0,1
8e-06,117,0,2,2,0,94,0,125000.0003,254,0,47000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,47,0,0,0,4,2,1,1,1,1,0,0,0,1,1,0,1
8e-06,81,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,11,3,0,1
1e-05,117,0,2,2,0,1100,0,100000.0025,254,0,440000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,550,0,0,0,2,2,2,2,1,2,0,0,0,2,2,0,0
1.348522,111,0,1,10,8,2516,354,12.606395,254,252,13436.93359,1839.050537,2,1,143.521222,177.358859,9033.488455,240.704469,255,3941402800,1713443872,255,0.213576,0.107,0.106576,252,44,0,0,2,1,1,1,1,2,0,0,0,1,3,0,0
0.19949,111,5,1,12,6,5444,268,85.217306,254,252,200150.3906,8982.90625,3,1,16.751728,37.111801,958.075249,57.718941,255,2110821040,27243557,255,0.06047,0.013926,0.046544,454,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
1.875378,111,0,1,10,8,928,354,9.064839,254,252,3566.214355,1322.400024,2,1,202.480333,259.963422,12618.96802,451.96525,255,452872071,3083420072,255,0.126037,0.05563,0.070407,93,44,0,0,3,1,1,1,1,1,0,0,0,3,1,0,0
0.004036,111,5,1,8,10,1040,824,4212.091181,31,29,1803766.125,1470763.125,2,2,0.526286,0.392444,34.1015,0.722739,255,205384219,2355962481,255,0.000634,0.000499,0.000135,130,82,1,83,2,0,2,1,1,1,0,0,1,7,1,0,0
0.001079,117,2,0,2,2,146,178,2780.352305,31,29,541241.9375,659870.25,0,0,0.001,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,5,1,1,2,0,0,0,4,4,0,0
7.85664,77,0,2,40,0,10880,0,4.963954,254,0,10801.56445,0.0,0,0,201.452313,0.0,234.329656,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,1
1e-05,118,0,2,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,4,4,4,4,0,0,0,11,12,0,1
0.970729,111,0,1,10,6,738,268,15.452305,254,252,5480.41748,1846.035278,2,1,105.497333,178.341203,5900.417104,302.317219,255,988264481,3832938781,255,0.147892,0.079017,0.068875,74,45,0,0,6,1,1,1,1,4,0,0,0,1,4,0,0
0.004811,117,0,0,4,4,568,304,1454.998937,31,29,708376.625,379131.1563,0,0,1.303,1.078,1.832116,1.513915,0,0,0,0,0.0,0.0,0.0,142,76,0,0,12,0,5,1,1,4,0,0,0,5,12,0,0
1e-05,118,0,2,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,4,4,4,4,0,0,0,6,10,0,1
6e-06,119,0,2,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,4,4,4,4,0,0,0,8,14,0,1
1e-05,118,0,2,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,4,4,4,4,0,0,0,11,12,0,1
0.004074,111,5,1,8,10,1040,824,4172.803324,31,29,1786941.625,1457044.75,2,2,0.532714,0.397556,33.773424,0.735355,255,2359735920,2360726031,255,0.000714,0.000492,0.000222,130,82,1,83,2,0,11,1,1,1,0,0,1,10,2,0,0
3e-06,118,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,4,3,3,10,0,0,0,4,9,0,1
0.004852,117,0,0,4,4,568,304,1442.703993,31,29,702390.75,375927.4375,0,0,1.274,1.092667,1.791104,1.532536,0,0,0,0,0.0,0.0,0.0,142,76,0,0,19,0,3,1,1,3,0,0,0,13,8,0,0
6e-06,118,0,2,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,4,4,4,4,0,0,0,7,9,0,1
2e-06,117,0,2,2,0,1714,0,500000.0013,254,0,3428000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,857,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,1
9e-06,117,0,2,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,9,2,2,2,1,8,0,0,0,3,8,0,0
0.460404,111,5,1,22,8,19640,354,62.988157,254,252,325766.0625,5386.573242,8,1,21.01819,47.692855,1832.263307,57.09168,255,3376674503,3332662890,255,0.187747,0.126546,0.061201,893,44,1,0,1,1,1,1,1,2,0,0,1,1,1,0,1
0.000998,117,2,0,2,2,146,178,3006.011927,31,29,585170.3125,713426.8125,0,0,0.008,0.001,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,3,1,1,1,0,0,0,2,2,0,0
5e-06,40,0,2,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,1
0.002055,111,0,1,4,8,690,1272,5352.797928,31,29,2016545.0,4332846.5,0,1,0.574667,0.165857,0.806338,0.193996,255,670058397,2816395079,255,0.0,0.0,0.0,173,159,0,0,1,0,2,1,1,1,0,0,0,1,9,0,0
5e-06,105,0,2,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,11,5,0,1
0.192231,111,0,0,6,2,978,86,36.414522,62,252,33917.52734,1789.513672,2,1,38.4462,0.003,2251.050995,0.0,255,2538872900,585023290,255,0.154716,0.096767,0.057949,163,43,0,0,10,3,3,3,1,8,0,0,0,4,8,0,0
0.526942,111,0,1,10,6,534,268,28.46613,254,252,7302.51123,3400.753662,2,1,56.081889,84.941,2879.729863,121.54093,255,2279878802,2133720013,255,0.195662,0.102228,0.093434,53,45,0,0,4,1,1,1,1,2,0,0,0,2,2,0,0
2e-06,89,0,2,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,1,1,1,7,0,0,0,1,7,0,1
4e-06,95,0,2,2,0,152,0,250000.0006,254,0,152000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,76,0,0,0,3,2,2,2,2,2,0,0,0,2,2,0,1
7e-06,80,0,2,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,6,6,6,6,0,0,0,9,10,0,1
0.001079,117,2,0,2,2,146,178,2780.352305,31,29,541241.9375,659870.25,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,7,1,1,1,0,0,0,1,3,0,0
1e-05,118,0,2,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,2,0,0,0,6,4,0,1
1.1e-05,51,0,2,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,23,2,4,4,4,4,0,0,0,6,18,0,1
0.741813,111,0,1,10,6,534,268,20.220729,254,252,5187.291016,2415.703125,2,1,80.074444,135.356203,4638.466085,228.047828,255,1928607448,2341215123,255,0.094275,0.065031,0.029244,53,45,0,0,2,1,1,1,1,1,0,0,0,2,1,0,0
0.025912,111,9,1,52,42,37268,3380,3589.070719,31,29,11284965.0,1018833.0,18,8,0.501333,0.619854,28.765436,1.167869,255,2554792653,410488058,255,0.000629,0.000494,0.000135,717,80,0,0,1,0,4,1,1,1,0,0,0,2,1,0,0
8e-06,122,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,1,1,4,0,0,0,2,3,0,1
9e-06,118,0,2,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,3,7,0,1
5e-06,54,0,2,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,2,2,2,2,0,0,0,3,14,0,1
0.023106,111,0,1,16,18,1540,1644,1428.200501,31,29,499956.7188,537695.875,4,4,1.5196,1.331353,94.763101,2.475765,255,3569281084,1424105710,255,0.000602,0.000469,0.000133,96,91,0,0,4,0,2,2,1,2,0,0,0,2,4,0,0
0.285942,111,0,1,22,14,1470,1728,122.40245,31,29,39280.69531,44904.21484,5,4,13.616286,21.938461,931.745476,30.423074,255,3214003828,3214323741,255,0.000754,0.000597,0.000157,67,123,0,0,5,0,4,1,1,1,0,0,0,2,10,0,0
9e-06,89,0,2,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,1,1,5,0,0,0,5,5,0,1
1.020739,111,0,0,6,2,998,86,6.857777,62,252,6520.766113,337.010742,2,1,204.1478,0.007,10673.66639,0.0,255,1350056318,2564705582,255,0.666732,0.470276,0.196456,166,43,0,0,3,3,1,1,1,3,0,0,0,1,3,0,0
0.601247,111,0,1,10,6,534,268,24.948149,254,252,6400.031738,2980.472168,2,1,63.207667,104.968398,3286.303271,168.537734,255,2937937150,1775132479,255,0.139613,0.076396,0.063217,53,45,0,0,5,1,1,2,1,3,0,0,0,2,3,0,0
8e-06,58,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,1
0.774852,111,3,1,14,12,750,682,32.264227,254,252,7196.213379,6463.169922,4,4,58.729385,63.554637,3044.340757,85.01193,255,2389989475,1941166601,255,0.147611,0.075748,0.071863,54,57,0,0,2,1,1,1,1,2,1,1,0,2,2,0,0
1.040031,111,0,1,22,24,2054,2478,43.267943,31,29,15084.16602,18268.6875,6,6,49.507762,45.192781,3856.108743,3683.743145,255,3576916391,1427652607,255,0.00073,0.000587,0.000143,93,103,0,0,6,0,5,1,1,1,0,0,0,3,14,0,0
5e-06,105,0,2,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,11,5,0,1
0.292447,111,0,0,6,2,978,86,23.935961,62,252,22294.63867,1176.281494,2,1,58.4894,0.003,3740.037677,0.0,255,1886727580,379186260,255,0.26283,0.180213,0.082617,163,43,0,0,5,3,3,3,1,4,0,0,0,3,4,0,0
0.364383,111,5,1,10,6,844,268,41.165476,254,252,16685.74023,4917.902344,2,1,37.148111,66.871797,1843.257205,97.55943,255,3816178938,966201920,255,0.10975,0.030016,0.079734,84,45,1,0,1,1,2,1,1,1,0,0,1,1,1,0,1
1.652214,111,0,1,18,12,3490,678,17.552205,254,252,15964.0332,3011.716309,4,4,97.187,144.552812,5955.913668,190.740109,255,2520422015,2759115091,255,0.085183,0.062131,0.023052,194,57,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
9e-06,118,0,2,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,1
0.008271,111,0,1,22,24,1920,4312,5440.69618,31,29,1772941.5,3997581.75,6,6,0.376381,0.311913,0.0,16.900927,255,2511003759,2511321461,255,0.001258,0.001095,0.000163,87,180,0,0,11,0,3,1,1,1,0,0,0,3,9,0,0
0.658997,111,5,1,10,10,796,1150,28.831694,62,252,8704.136719,12564.54883,2,2,73.221889,67.462891,4854.646784,132.422031,255,424572877,577736715,255,0.082837,0.027844,0.054993,80,115,1,130,2,1,1,1,1,2,0,0,1,1,2,0,0
0.241403,111,0,0,6,2,998,86,28.997154,62,252,27572.15039,1425.003052,2,1,48.2806,0.003,3124.870818,0.0,255,196825645,3127681260,255,0.219943,0.135169,0.084774,166,43,0,0,5,3,3,3,1,5,0,0,0,3,5,0,0
9e-06,118,0,2,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,1
0.272667,111,5,1,10,8,818,2154,62.347114,62,252,21623.44531,55305.55859,2,2,30.296333,37.90743,1490.591244,54.43468,255,1355313340,4052354404,255,0.051246,0.006484,0.044762,82,269,1,663,1,1,1,1,1,1,0,0,1,1,1,0,1
9e-06,118,0,2,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,6,0,0,0,2,5,0,1
5e-06,30,0,2,2,0,180,0,200000.0051,254,0,144000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,4,2,3,4,3,3,0,0,0,5,3,0,1
0.979315,111,0,1,10,8,1000,354,17.359073,254,252,7352.077637,2532.382324,2,1,108.708778,129.108711,6671.014267,185.891828,255,201766704,603145704,255,0.161575,0.07555,0.086025,100,44,0,0,5,1,1,2,1,3,0,0,0,2,5,0,0
8e-06,118,0,2,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,2,2,2,8,0,0,0,7,8,0,1
9e-06,118,0,2,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,5,4,4,8,0,0,0,13,8,0,1
3e-06,44,0,2,2,0,180,0,333333.3215,254,0,239999984.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,4,2,3,4,3,3,0,0,0,5,3,0,1
1.17671,111,5,1,10,10,772,1262,16.146714,62,252,4725.038574,7723.228027,2,2,130.745556,121.183109,7363.558218,266.081906,255,1250883238,2851771022,255,0.148547,0.085421,0.063126,77,126,1,181,1,1,4,1,1,6,0,0,1,21,1,0,1
0.235881,111,5,1,10,18,818,15790,114.464497,62,252,24995.6543,505780.4688,2,7,26.209,13.424235,1256.235745,1301.820066,255,2892590640,1321396288,255,0.051431,0.007052,0.044379,82,877,1,7296,2,1,1,1,1,2,0,0,1,1,2,0,1
0.157418,111,5,1,16,6,10578,268,133.402789,254,252,503983.0313,11383.70508,5,1,9.3634,30.056,701.061584,49.229285,255,4038528658,3828199250,255,0.051435,0.007135,0.0443,661,45,1,0,3,1,1,1,1,1,0,0,1,1,1,0,1
9e-06,117,0,2,2,0,78,0,111111.1072,254,0,34666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,5,2,1,1,1,4,0,0,0,1,4,0,0
1.0668,111,5,1,12,18,1580,10168,27.184102,31,29,10866.1416,72021.0,3,5,96.943364,62.722763,9538.238369,7683.503253,255,3474659567,1411929759,255,0.000646,0.000506,0.00014,132,565,1,3924,3,0,1,1,1,1,0,0,1,2,2,0,0
0.539619,111,0,1,10,6,650,268,27.797389,254,252,8672.785156,3320.861328,2,1,57.330222,94.990203,3299.790564,157.307297,255,1284416270,3057937301,255,0.133117,0.064659,0.068458,65,45,0,0,7,1,2,2,1,6,0,0,0,2,6,0,0
0.575181,111,0,1,10,6,534,268,26.078747,254,252,6690.067871,3115.541016,2,1,58.653667,103.489797,2859.955817,142.100469,255,2272488700,3481408520,255,0.131539,0.057724,0.073815,53,45,0,0,1,1,1,1,1,1,0,0,0,3,1,0,0
